t,abs_zeta,neglog,mollifier_score
0.500000,1.078589014877e+00,-7.565372018343e-02,1.294477086370e-01
0.561952,1.014505363716e+00,-1.440116830897e-02,1.459390654944e-01
0.623905,9.547379546679e-01,4.631836812451e-02,1.634490568241e-01
0.685857,9.012557339527e-01,1.039662270715e-01,1.818907473638e-01
0.747810,8.552349626681e-01,1.563790364914e-01,2.011597871433e-01
0.809762,8.169184310578e-01,2.022160274688e-01,2.211365720207e-01
0.871715,7.856384068876e-01,2.412586332597e-01,2.416888318867e-01
0.933667,7.600240235381e-01,2.744052349670e-01,2.626745382637e-01
0.995620,7.383417210742e-01,3.033485235098e-01,2.839450187126e-01
1.057572,7.188683247556e-01,3.300770732820e-01,3.053481614696e-01
1.119524,7.002004794340e-01,3.563885843236e-01,3.267315949469e-01
1.181477,6.814467746284e-01,3.835371297533e-01,3.479457362125e-01
1.243429,6.622940179235e-01,4.120456842983e-01,3.688466190906e-01
1.305382,6.429648489953e-01,4.416652218759e-01,3.892984309676e-01
1.367334,6.240909654097e-01,4.714591417348e-01,4.091757017658e-01
1.429287,6.065261952698e-01,5.000073590002e-01,4.283650964716e-01
1.491239,5.911268859052e-01,5.257245859653e-01,4.467667680540e-01
1.553191,5.785367545216e-01,5.472531984607e-01,4.642952383364e-01
1.615144,5.690231063078e-01,5.638342352976e-01,4.808797952300e-01
1.677096,5.624081853760e-01,5.755273824465e-01,4.964644232091e-01
1.739049,5.581149585670e-01,5.831903170907e-01,5.110073123112e-01
1.801001,5.553089421367e-01,5.882306658098e-01,5.244800124439e-01
1.862954,5.530880655366e-01,5.922380378126e-01,5.368663120284e-01
1.924906,5.506665242094e-01,5.966258704530e-01,5.481609246142e-01
1.986859,5.475131728283e-01,6.023687557941e-01,5.583680668243e-01
2.048811,5.434259503380e-01,6.098618257913e-01,5.675000073523e-01
2.110763,5.385397676281e-01,6.188939343640e-01,5.755756592511e-01
2.172716,5.332738340528e-01,6.287202249216e-01,5.826192747305e-01
2.234668,5.282291533982e-01,6.382250848865e-01,5.886592823453e-01
2.296621,5.240523691566e-01,6.461636566081e-01,5.937272830939e-01
2.358573,5.212899532450e-01,6.514488579770e-01,5.978572000049e-01
2.420526,5.202639324000e-01,6.534190319431e-01,6.011093322579e-01
2.482478,5.210003948888e-01,6.520044773657e-01,6.034686838575e-01
2.544431,5.232299643500e-01,6.477342072568e-01,6.049795244108e-01
2.606383,5.264579452808e-01,6.415838247088e-01,6.056851921852e-01
2.668335,5.300811835590e-01,6.347251057535e-01,6.056277478332e-01
2.730288,5.335187611447e-01,6.282610408274e-01,6.048475538663e-01
2.792240,5.363264450890e-01,6.230122620909e-01,6.033828545080e-01
2.854193,5.382748831375e-01,6.193859122457e-01,6.012694667322e-01
2.916145,5.393821729747e-01,6.173309167005e-01,5.985406720918e-01
2.978098,5.398993333750e-01,6.163725746258e-01,5.952273312338e-01
3.040050,5.402528022799e-01,6.157180947517e-01,5.913581749136e-01
3.102003,5.409533832853e-01,6.144221696794e-01,5.869601922122e-01
3.163955,5.424872879620e-01,6.115906243267e-01,5.820590384038e-01
3.225907,5.452109812155e-01,6.065824359006e-01,5.766794015283e-01
3.287860,5.492739817012e-01,5.991579042170e-01,5.708452821791e-01
3.349812,5.545889862616e-01,5.895280030808e-01,5.645801519524e-01
3.411765,5.608563770052e-01,5.782904169216e-01,5.579069685721e-01
3.473717,5.676348950151e-01,5.662768556440e-01,5.508480489522e-01
3.535670,5.744387285083e-01,5.543618374970e-01,5.434248380244e-01
3.597622,5.808375236531e-01,5.432842089961e-01,5.356576484621e-01
3.659574,5.865391270039e-01,5.335158986997e-01,5.275654604061e-01
3.721527,5.914415623771e-01,5.251923943967e-01,5.191658465626e-01
3.783479,5.956475595582e-01,5.181061281733e-01,5.104750393531e-01
3.845432,5.994406731672e-01,5.117582682650e-01,5.015081125623e-01
3.907384,6.032271467380e-01,5.054614571041e-01,4.922792293756e-01
3.969337,6.074530509830e-01,4.984803874402e-01,4.828019094043e-01
4.031289,6.125117745615e-01,4.901871113415e-01,4.730892759436e-01
4.093242,6.186610068575e-01,4.801978011280e-01,4.631542517265e-01
4.155194,6.259682879268e-01,4.684555658316e-01,4.530096762148e-01
4.217146,6.342982934818e-01,4.552359391654e-01,4.426683252904e-01
4.279099,6.433443927645e-01,4.410750935190e-01,4.321428305730e-01
4.341051,6.526956068091e-01,4.266444026280e-01,4.214455205243e-01
4.403004,6.619222732603e-01,4.126071404212e-01,4.105882302977e-01
4.464956,6.706615631420e-01,3.994906445977e-01,3.995821379242e-01
4.526909,6.786865905487e-01,3.875958315473e-01,3.884376725477e-01
4.588861,6.859478195497e-01,3.769537174878e-01,3.771645122150e-01
4.650814,6.925808311913e-01,3.673303225466e-01,3.657716605495e-01
4.712766,6.988795681378e-01,3.582768418097e-01,3.542675762472e-01
4.774718,7.052391771317e-01,3.492182739442e-01,3.426603276316e-01
4.836671,7.120778193945e-01,3.395680752358e-01,3.309577489948e-01
4.898623,7.197518042763e-01,3.288488412939e-01,3.191675789530e-01
4.960576,7.284815117008e-01,3.167930308813e-01,3.072975618934e-01
5.022528,7.383047707989e-01,3.033985697130e-01,2.953554953009e-01
5.084481,7.490686691824e-01,2.889246171810e-01,2.833492130974e-01
5.146433,7.604614532852e-01,2.738298532679e-01,2.712865096369e-01
5.208385,7.720764813706e-01,2.586716634363e-01,2.591750264214e-01
5.270338,7.834934625952e-01,2.439925597925e-01,2.470221353217e-01
5.332290,7.943600459085e-01,2.302184609343e-01,2.348348509701e-01
5.394243,8.044586121586e-01,2.175857580512e-01,2.226197913426e-01
5.456195,8.137471394626e-01,2.061055994900e-01,2.103831874494e-01
5.518148,8.223677485739e-01,1.955676000625e-01,1.981309300247e-01
5.580100,8.306213740606e-01,1.855812136348e-01,1.858686374263e-01
5.642053,8.389120283256e-01,1.756494298291e-01,1.736017320689e-01
5.704005,8.476694269918e-01,1.652645446734e-01,1.613355169871e-01
5.765957,8.572637537214e-01,1.540096425985e-01,1.490752454427e-01
5.827910,8.679295773840e-01,1.416446985071e-01,1.368261748305e-01
5.889862,8.797155534593e-01,1.281566573301e-01,1.245935949889e-01
5.951815,8.924715722237e-01,1.137606165654e-01,1.123828243916e-01
6.013767,9.058764241563e-01,9.885237831666e-02,1.001991765187e-01
6.075720,9.194996150014e-01,8.392565255464e-02,8.804790927387e-02
6.137672,9.328838009463e-01,6.947462828498e-02,7.593417639900e-02
6.199625,9.456312082402e-01,5.590262817929e-02,6.386299735365e-02
6.261577,9.574781914477e-01,4.345233369821e-02,5.183925235651e-02
6.323529,9.683453872139e-01,3.216644933963e-02,3.986769791820e-02
6.385482,9.783553138423e-01,2.188236731782e-02,2.795299110014e-02
6.447434,9.878140313347e-01,1.226082533299e-02,1.609971043670e-02
6.509387,9.971585897659e-01,2.845453700489e-03,4.312366527395e-03
6.571339,1.006877591755e+00,-6.854049997627e-03,-7.404597900316e-03
6.633292,1.017417883446e+00,-1.726793183036e-02,-1.904681379279e-02
6.695244,1.029094841535e+00,-2.867962222057e-02,-3.060999180730e-02
6.757196,1.042024976239e+00,-4.116591352277e-02,-4.208992532165e-02
6.819149,1.056096101898e+00,-5.457918767571e-02,-5.348249017023e-02
6.881101,1.070982344888e+00,-6.857630756466e-02,-6.478364169403e-02
6.943054,1.086201086382e+00,-8.268636770641e-02,-7.598940776633e-02
7.005006,1.101199938048e+00,-9.640043893597e-02,-8.709587407481e-02
7.066959,1.115456590000e+00,-1.092638197449e-01,-9.809915820840e-02
7.128911,1.128573468112e+00,-1.209544184897e-01,-1.089953730508e-01
7.190864,1.140351512279e+00,-1.313365598598e-01,-1.197805857369e-01
7.252816,1.150831425340e+00,-1.404846605774e-01,-1.304507828830e-01
7.314768,1.160295354431e+00,-1.486745894601e-01,-1.410018538918e-01
7.376721,1.169226946172e+00,-1.563428015194e-01,-1.514296017459e-01
7.438673,1.178233411146e+00,-1.640162083405e-01,-1.617297858501e-01
7.500626,1.187939813845e+00,-1.722205587519e-01,-1.718981952806e-01
7.562578,1.198872514472e+00,-1.813815446810e-01,-1.819307440788e-01
7.624531,1.211353544817e+00,-1.917383673119e-01,-1.918235740282e-01
7.686483,1.225428132031e+00,-2.032902792886e-01,-2.015731460621e-01
7.748436,1.240841999931e+00,-2.157901821871e-01,-2.111763005543e-01
7.810388,1.257074376371e+00,-2.287870983993e-01,-2.206302700593e-01
7.872340,1.273420261945e+00,-2.417064009486e-01,-2.299326351403e-01
7.934293,1.289105660007e+00,-2.539486918985e-01,-2.390812229603e-01
7.996245,1.303414733827e+00,-2.649875397675e-01,-2.480739569409e-01
8.058198,1.315808217425e+00,-2.744510916035e-01,-2.569086721541e-01
8.120150,1.326015979541e+00,-2.821789433808e-01,-2.655829145374e-01
8.182103,1.334091287217e+00,-2.882503770991e-01,-2.740937429904e-01
8.244055,1.340418835716e+00,-2.929821298381e-01,-2.824375528119e-01
8.306008,1.345673041299e+00,-2.968942910904e-01,-2.906099374002e-01
8.367960,1.350728294997e+00,-3.006439255001e-01,-2.986056026682e-01
8.429912,1.356529716354e+00,-3.049297602520e-01,-3.064183447130e-01
8.491865,1.363941299809e+00,-3.103785238976e-01,-3.140410954171e-01
8.553817,1.373596302238e+00,-3.174323393030e-01,-3.214660329537e-01
8.615770,1.385778743540e+00,-3.262622520503e-01,-3.286847458154e-01
8.677722,1.400361528230e+00,-3.367304384487e-01,-3.356884321969e-01
8.739675,1.416815202648e+00,-3.484115384059e-01,-3.424681135841e-01
8.801627,1.434285165283e+00,-3.606665831347e-01,-3.490148431712e-01
8.863579,1.451720325450e+00,-3.727492852128e-01,-3.553198950198e-01
8.925532,1.468027815389e+00,-3.839198785068e-01,-3.613749259504e-01
8.987484,1.482227616435e+00,-3.935461030936e-01,-3.671721065026e-01
9.049437,1.493585411900e+00,-4.011795467943e-01,-3.727042190335e-01
9.111389,1.501708102511e+00,-4.066031959142e-01,-3.779647210474e-01
9.173342,1.506592198824e+00,-4.098502790591e-01,-3.829477718096e-01
9.235294,1.508620650629e+00,-4.111957576112e-01,-3.876482213406e-01
9.297247,1.508508879001e+00,-4.111216662428e-01,-3.920615630543e-01
9.359199,1.507205697407e+00,-4.102574056227e-01,-3.961838536323e-01
9.421151,1.505759714436e+00,-4.092975651449e-01,-4.000116049249e-01
9.483104,1.505167392665e+00,-4.089041170427e-01,-4.035416519991e-01
9.545056,1.506224663637e+00,-4.096062979571e-01,-4.067709994482e-01
9.607009,1.509407305388e+00,-4.117170614480e-01,-4.096966465334e-01
9.668961,1.514802990591e+00,-4.152853919518e-01,-4.123153927091e-01
9.730914,1.522108680000e+00,-4.200966635920e-01,-4.146236293677e-01
9.792866,1.530692976742e+00,-4.257205594928e-01,-4.166171297485e-01
9.854819,1.539709007046e+00,-4.315934427568e-01,-4.182908539239e-01
9.916771,1.548234190958e+00,-4.371150505195e-01,-4.196387869447e-01
9.978723,1.555411095942e+00,-4.417398817149e-01,-4.206538249192e-01
10.040676,1.560567345565e+00,-4.450494388399e-01,-4.213277173669e-01
10.102628,1.563299404059e+00,-4.467985910336e-01,-4.216510670249e-01
10.164581,1.563512277436e+00,-4.469347510582e-01,-4.216133823533e-01
10.226533,1.561413359324e+00,-4.455914112984e-01,-4.212031741400e-01
10.288486,1.557463682200e+00,-4.430586540397e-01,-4.204080853652e-01
10.350438,1.552294229718e+00,-4.397339854409e-01,-4.192150416491e-01
10.412390,1.546599145583e+00,-4.360584213907e-01,-4.176104069913e-01
10.474343,1.541021437646e+00,-4.324454684059e-01,-4.155801260507e-01
10.536295,1.536049143579e+00,-4.292136293820e-01,-4.131098314581e-01
10.598248,1.531939491863e+00,-4.265345750183e-01,-4.101848953406e-01
10.660200,1.528684350620e+00,-4.244074645756e-01,-4.067904104069e-01
10.722153,1.526022488094e+00,-4.226646700366e-01,-4.029110970347e-01
10.784105,1.523494738954e+00,-4.210068668312e-01,-3.985311453103e-01
10.846058,1.520529833177e+00,-4.190588492364e-01,-3.936340104070e-01
10.908010,1.516543711204e+00,-4.164338721319e-01,-3.882021832473e-01
10.969962,1.511034456073e+00,-4.127944871822e-01,-3.822169562339e-01
11.031915,1.503657800329e+00,-4.079006739279e-01,-3.756581982430e-01
11.093867,1.494272981059e+00,-4.016397889345e-01,-3.685041466585e-01
11.155820,1.482954079189e+00,-3.940360985424e-01,-3.607312185299e-01
11.217772,1.469967042634e+00,-3.852399812428e-01,-3.523138382428e-01
11.279725,1.455717089582e+00,-3.754986249754e-01,-3.432242748461e-01
11.341677,1.440675094340e+00,-3.651118199363e-01,-3.334324773972e-01
11.403630,1.425294711025e+00,-3.543786077934e-01,-3.229058904169e-01
11.465582,1.409933879481e+00,-3.435428100150e-01,-3.116092235954e-01
11.527534,1.394794224498e+00,-3.327468957895e-01,-2.995041413177e-01
11.589487,1.379889109839e+00,-3.220031414760e-01,-2.865488302263e-01
11.651439,1.365045840477e+00,-3.111880115730e-01,-2.726973976958e-01
11.713392,1.349940780633e+00,-3.000607260310e-01,-2.578990482536e-01
11.775344,1.334159723740e+00,-2.883016740138e-01,-2.420969710769e-01
11.837297,1.317271421482e+00,-2.755624930096e-01,-2.252268359583e-01
11.899249,1.298900679225e+00,-2.615182761239e-01,-2.072147129543e-01
11.961202,1.278788732063e+00,-2.459133276104e-01,-1.879740480509e-01
12.023154,1.256831855598e+00,-2.285941550268e-01,-1.674008911877e-01
12.085106,1.233093279553e+00,-2.095258746483e-01,-1.453653560725e-01
12.147059,1.207787663303e+00,-1.887903094787e-01,-1.216929075611e-01
12.209011,1.181241256558e+00,-1.665657987889e-01,-9.610432324696e-02
12.270964,1.153834252365e+00,-1.430905298370e-01,-6.757471456145e-02
12.332916,1.125934582512e+00,-1.186134316814e-01,-3.774035565315e-02
12.394869,1.097834142319e+00,-9.333927823415e-02,-5.931165540832e-03
12.456821,1.069698595257e+00,-6.737692305138e-02,2.809074986220e-02
12.518773,1.041539982751e+00,-4.070037152553e-02,6.451489634114e-02
12.580726,1.013217299348e+00,-1.313071395780e-02,1.035136807144e-01
12.642678,9.844647005903e-01,1.565723569470e-02,1.452445533223e-01
12.704631,9.549414728080e-01,4.610522435002e-02,1.898452652807e-01
12.766583,9.242938256518e-01,7.872526367801e-02,2.374260776051e-01
12.828536,8.922169465769e-01,1.140459612018e-01,2.880600607069e-01
12.890488,8.585066532290e-01,1.525608476799e-01,3.417720605824e-01
12.952441,8.230927027455e-01,1.946864434026e-01,3.985268254290e-01
13.014393,7.860493859398e-01,2.407356552701e-01,4.582168457907e-01
13.076345,7.475826428679e-01,2.909104194702e-01,5.206505637020e-01
13.138298,7.079961638034e-01,3.453166022475e-01,5.855417090310e-01
13.200250,6.676416904889e-01,4.040036393407e-01,6.525005984111e-01
13.262203,6.268610143542e-01,4.670304290226e-01,7.210282649841e-01
13.324155,5.859288486640e-01,5.345569137324e-01,7.905142617963e-01
13.386108,5.450064193583e-01,6.069577039144e-01,8.602388889483e-01
13.448060,5.041146673087e-01,6.849515203032e-01,9.293804305527e-01
13.510013,4.631329304869e-01,7.697411570608e-01,9.970277542080e-01
13.571965,4.218240679764e-01,8.631669500326e-01,1.062198331850e+00
13.633917,3.798813011682e-01,9.678964377724e-01,1.123861402437e+00
13.695870,3.369873020969e-01,1.087710025610e+00,1.180965636708e+00
13.757822,2.928737844300e-01,1.228013529222e+00,1.232470310367e+00
13.819775,2.473706003024e-01,1.396867656714e+00,1.277378675256e+00
13.881727,2.004365227881e-01,1.607257671946e+00,1.314771969070e+00
13.943680,1.521683700607e-01,1.882767666841e+00,1.343842349435e+00
14.005632,1.027907782298e-01,2.275059626192e+00,1.363922997476e+00
14.067584,5.264797818758e-02,2.944127423141e+00,1.374513719391e+00
14.129537,4.416317001480e-03,5.422448961395e+00,1.375300581206e+00
14.191489,4.915292251115e-02,3.012818952751e+00,1.366168429720e+00
14.253442,9.970346309932e-02,2.305554857389e+00,1.347205559318e+00
14.315394,1.499628851632e-01,1.897367441079e+00,1.318700249115e+00
14.377347,1.998373598569e-01,1.610251438972e+00,1.281129381462e+00
14.439299,2.494059157786e-01,1.388673521966e+00,1.235139822396e+00
14.501252,2.988751396718e-01,1.207729382533e+00,1.181523660093e+00
14.563204,3.485359027639e-01,1.054014030375e+00,1.121188726588e+00
14.625156,3.987059926153e-01,9.195309918128e-01,1.055126047794e+00
14.687109,4.496663473729e-01,7.992494192865e-01,9.843759643455e-01
14.749061,5.016028203015e-01,6.899466650749e-01,9.099946398260e-01
14.811014,5.545649899022e-01,5.895712727439e-01,8.330225332374e-01
14.872966,6.084498472157e-01,4.968407886600e-01,7.544561775883e-01
14.934919,6.630127193618e-01,4.109611029142e-01,6.752243017866e-01
14.996871,7.179023582895e-01,3.314217090289e-01,5.961689875282e-01
15.058824,7.727131299962e-01,2.578474105333e-01,5.180321964647e-01
15.120776,8.270451868506e-01,1.898959447612e-01,4.414476632982e-01
15.182728,8.805631511620e-01,1.271936305491e-01,3.669378510085e-01
15.244681,9.330446473890e-01,6.930222462918e-02,2.949154226108e-01
15.306633,9.844115653553e-01,1.571121088447e-02,2.256885102189e-01
15.368586,1.034739055246e+00,-3.414927536075e-02,1.594689599153e-01
15.430538,1.084239985347e+00,-8.087926813362e-02,9.638269612985e-02
15.492491,1.133225975871e+00,-1.250684121768e-01,3.648137193767e-02
15.554443,1.182049965437e+00,-1.672501908795e-01,-2.024546252701e-02
15.616395,1.231038988679e+00,-2.078585198764e-01,-7.385835026717e-02
15.678348,1.280428508749e+00,-2.471947951487e-01,-1.244566593200e-01
15.740300,1.330310272745e+00,-2.854122035561e-01,-1.721685806191e-01
15.802253,1.380603687901e+00,-3.225208592384e-01,-2.171429818368e-01
15.864205,1.431056413921e+00,-3.584129232219e-01,-2.595442035318e-01
15.926158,1.481274310015e+00,-3.929027382664e-01,-2.995532725777e-01
15.988110,1.530775516896e+00,-4.257744814289e-01,-3.373946791748e-01
16.050063,1.579059508625e+00,-4.568294227361e-01,-3.737696821918e-01
16.112015,1.625679985440e+00,-4.859261814485e-01,-4.070284018293e-01
16.173967,1.670310412252e+00,-5.130094853544e-01,-4.381491524973e-01
16.235920,1.712792393728e+00,-5.381250180263e-01,-4.674178171601e-01
16.297872,1.753159454346e+00,-5.614195632089e-01,-4.950063784478e-01
16.359825,1.791631879142e+00,-5.831268694226e-01,-5.210398478348e-01
16.421777,1.828581957715e+00,-6.035407805260e-01,-5.456162825663e-01
16.483730,1.864473152959e+00,-6.229785220126e-01,-5.688157517573e-01
16.545682,1.899781060859e+00,-6.417386489324e-01,-5.907052881917e-01
16.607635,1.934907848854e+00,-6.600597025331e-01,-6.113419932208e-01
16.669587,1.970104168382e+00,-6.780864192110e-01,-6.307751449614e-01
16.731539,2.005412373380e+00,-6.958497126183e-01,-6.490476992901e-01
16.793492,2.040641801822e+00,-7.132643676036e-01,-6.661973843850e-01
16.855444,2.075381343990e+00,-7.301449175151e-01,-6.822575041094e-01
16.917397,2.109047834614e+00,-7.462365828961e-01,-6.972575239082e-01
16.979349,2.140962632354e+00,-7.612555565613e-01,-7.112234910093e-01
17.041302,2.170444439924e+00,-7.749319580671e-01,-7.241783280631e-01
