t,abs_zeta,neglog,mollifier_score
33.582603,1.003643110638e+00,-3.636491580183e-03,2.500688701627e-01
33.644556,1.103267761364e+00,-9.827646907320e-02,1.715308570365e-01
33.706508,1.203083951033e+00,-1.848882201216e-01,9.261013166795e-02
33.768461,1.303106962792e+00,-2.647513851744e-01,1.414057514443e-02
33.830413,1.403266714964e+00,-3.388028870903e-01,-6.312886451704e-02
33.892365,1.503373368643e+00,-4.077114961836e-01,-1.385446312137e-01
33.954318,1.603100480747e+00,-4.719395552229e-01,-2.115541559059e-01
34.016270,1.701988646979e+00,-5.317973603163e-01,-2.817069617313e-01
34.078223,1.799469297928e+00,-5.874917875013e-01,-3.486518481413e-01
34.140175,1.894905256584e+00,-6.391688412868e-01,-4.121308563535e-01
34.202128,1.987642332482e+00,-6.869491793125e-01,-4.719707889345e-01
34.264080,2.077064863452e+00,-7.309557742822e-01,-5.280730690315e-01
34.326033,2.162647743167e+00,-7.713332784920e-01,-5.804026891295e-01
34.387985,2.243997981474e+00,-8.082590885842e-01,-6.289769288196e-01
34.449937,2.320880088595e+00,-8.419464627070e-01,-6.738544341806e-01
34.511890,2.393221425386e+00,-8.726403355214e-01,-7.151251752655e-01
34.573842,2.461096009803e+00,-9.006067835706e-01,-7.529017860870e-01
34.635795,2.524687977331e+00,-9.261174821532e-01,-7.873129925027e-01
34.697747,2.584238735697e+00,-9.494309720152e-01,-8.185008351523e-01
34.759700,2.639984478640e+00,-9.707730382166e-01,-8.466285846954e-01
34.821652,2.692092665292e+00,-9.903188340326e-01,-8.719549356938e-01
34.883605,2.740606850175e+00,-1.008179374408e+00,-8.943280412794e-01
34.945557,2.785408525213e+00,-1.024394550669e+00,-9.133290598239e-01
35.007509,2.826202373244e+00,-1.038933893250e+00,-9.294238856028e-01
35.069462,2.862527875656e+00,-1.051705107403e+00,-9.427986478772e-01
35.131414,2.893796224245e+00,-1.062569212892e+00,-9.535624327929e-01
35.193367,2.919347740065e+00,-1.071360214980e+00,-9.617830765005e-01
35.255319,2.938522165652e+00,-1.077906790568e+00,-9.674995809026e-01
35.317272,2.950732649897e+00,-1.082053495753e+00,-9.707272310394e-01
35.379224,2.955534036991e+00,-1.083679358046e+00,-9.714592062703e-01
35.441176,2.952677004967e+00,-1.082712218509e+00,-9.696656098274e-01
35.503129,2.942141370002e+00,-1.079137673711e+00,-9.652894343130e-01
35.565081,2.924144190909e+00,-1.073001853910e+00,-9.582368525671e-01
35.627034,2.899120967173e+00,-1.064407576621e+00,-9.483516295826e-01
35.688986,2.867681092699e+00,-1.053503721889e+00,-9.353079600075e-01
35.750939,2.830541692445e+00,-1.040468104450e+00,-9.189113674199e-01
35.812891,2.788446849347e+00,-1.025484756363e+00,-8.998861501453e-01
35.874844,2.742081706821e+00,-1.008717379318e+00,-8.778573123151e-01
35.936796,2.691992541334e+00,-9.902816414718e-01,-8.526460288290e-01
35.998748,2.638524102074e+00,-9.702197089644e-01,-8.241020003380e-01
36.060701,2.581783865942e+00,-9.484805813073e-01,-7.920884315654e-01
36.122653,2.521639214732e+00,-9.249091724849e-01,-7.564832961230e-01
36.184606,2.457748289265e+00,-8.992456016142e-01,-7.171855163399e-01
36.246558,2.389619510976e+00,-8.711341532596e-01,-6.741236293372e-01
36.308511,2.316690218913e+00,-8.401395377259e-01,-6.272660607229e-01
36.370463,2.238413039899e+00,-8.057671509034e-01,-5.766324477063e-01
36.432416,2.154339370064e+00,-7.674841202068e-01,-5.223054717688e-01
36.494368,2.064191046748e+00,-7.247384052293e-01,-4.644425913291e-01
36.556320,1.967912832382e+00,-6.769735056682e-01,-4.032869762815e-01
36.618273,1.865700195923e+00,-6.236364233450e-01,-3.391768707766e-01
36.680225,1.757999659363e+00,-5.641766060678e-01,-2.725525682713e-01
36.742178,1.645482250818e+00,-4.980335034529e-01,-2.039601884932e-01
36.804130,1.528993557748e+00,-4.246097142162e-01,-1.340515101344e-01
36.866083,1.409486117742e+00,-3.432251831676e-01,-6.357924172549e-02
36.928035,1.287941468431e+00,-2.530451836613e-01,6.612693392827e-03
36.989987,1.165290235821e+00,-1.529701863087e-01,7.560402967077e-02
37.051940,1.042339167153e+00,-4.146738763638e-02,1.424180621911e-01
37.113892,9.197138286307e-01,8.369271207583e-02,2.060461252695e-01
37.175845,7.978245041098e-01,2.258666241267e-01,2.654758604368e-01
37.237797,6.768604101340e-01,3.902902147238e-01,3.197221773583e-01
37.299750,5.568137019015e-01,5.855245601686e-01,3.678595503994e-01
37.361702,4.375303543174e-01,8.266091920088e-01,4.090541074295e-01
37.423655,3.187809689868e-01,1.143251026486e+00,4.425938769628e-01
37.485607,2.003437970516e-01,1.607720397949e+00,4.679155786684e-01
37.547559,8.212645565866e-02,2.499495065243e+00,4.846264754591e-01
37.609512,3.665082854563e-02,3.306319216646e+00,4.925200476328e-01
37.671464,1.542716352048e-01,1.869040358903e+00,4.915845857533e-01
37.733417,2.715458223197e-01,1.303624375508e+00,4.820042051206e-01
37.795369,3.877278497814e-01,9.474516009777e-01,4.641522300484e-01
37.857322,5.021611792191e-01,6.888341346907e-01,4.385773461312e-01
37.919274,6.141203834428e-01,4.875643041856e-01,4.059833381370e-01
37.981227,7.228603443367e-01,3.245392354581e-01,3.672035878921e-01
38.043179,8.276742830088e-01,1.891355787908e-01,3.231717743783e-01
38.105131,9.279465343521e-01,7.478116062274e-02,2.748903795176e-01
38.167084,1.023193212910e+00,-2.292833903794e-02,2.233986500911e-01
38.229036,1.113086228364e+00,-1.071365440134e-01,1.697416016509e-01
38.290989,1.197458147062e+00,-1.802011002655e-01,1.149414866117e-01
38.352941,1.276287602981e+00,-2.439555544941e-01,5.997290633915e-02
38.414894,1.349667312308e+00,-2.998581274938e-01,5.742451957990e-03
38.476846,1.417759046732e+00,-3.490774896459e-01,-4.692655995546e-02
38.538798,1.480741851219e+00,-3.925432136909e-01,-9.730400173255e-02
38.600751,1.538760963936e+00,-4.309775243633e-01,-1.447575156338e-01
38.662703,1.591884965714e+00,-4.649188277222e-01,-1.887519745454e-01
38.724656,1.640077495981e+00,-4.947434949762e-01,-2.288441045866e-01
38.786608,1.683187553712e+00,-5.206893497076e-01,-2.646723834094e-01
38.848561,1.720959384592e+00,-5.428819176438e-01,-2.959415912523e-01
38.910513,1.753059851379e+00,-5.613627481850e-01,-3.223987638859e-01
38.972466,1.779118601175e+00,-5.761180743507e-01,-3.437850089402e-01
39.034418,1.798774709478e+00,-5.871057167083e-01,-3.596193084555e-01
39.096370,1.811722957661e+00,-5.942783033603e-01,-3.703633990241e-01
39.158323,1.817753402732e+00,-5.976013450438e-01,-3.762318975870e-01
39.220275,1.816779186269e+00,-5.970652560354e-01,-3.770658633968e-01
39.282228,1.808849316734e+00,-5.926909070534e-01,-3.728208652905e-01
39.344180,1.794145186265e+00,-5.845286897183e-01,-3.634905369968e-01
39.406133,1.772961642648e+00,-5.726513932698e-01,-3.491048387595e-01
39.468085,1.745675361146e+00,-5.571415077968e-01,-3.297909284576e-01
39.530038,1.712704888410e+00,-5.380739274488e-01,-3.054949581225e-01
39.591990,1.674467884841e+00,-5.154954347112e-01,-2.755026914539e-01
39.653942,1.631341584048e+00,-4.894027346036e-01,-2.403613566383e-01
39.715895,1.583632158690e+00,-4.597210440064e-01,-2.003251592752e-01
39.777847,1.531557469046e+00,-4.262851719188e-01,-1.556344398285e-01
39.839800,1.475245677541e+00,-3.888245376444e-01,-1.065684153893e-01
39.901752,1.414749735792e+00,-3.469526509946e-01,-5.347022105140e-02
39.963705,1.350075237310e+00,-3.001603229789e-01,3.237338101944e-03
40.025657,1.281217063924e+00,-2.478104581493e-01,6.304156789035e-02
40.087610,1.208199022433e+00,-1.891308404392e-01,1.253344353770e-01
40.149562,1.131110448996e+00,-1.231998493028e-01,1.894119525952e-01
40.211514,1.050134497523e+00,-4.891824979777e-02,2.544786573738e-01
40.273467,9.655642879316e-01,3.504259317642e-02,3.196574004702e-01
40.335419,8.778049495327e-01,1.303308620393e-01,3.840044610157e-01
40.397372,7.873615435126e-01,2.390677402318e-01,4.465297476022e-01
40.459324,6.948146458567e-01,3.641101641571e-01,5.062215370055e-01
40.521277,6.007868615757e-01,5.095150453231e-01,5.620748887679e-01
40.583229,5.059046326412e-01,6.814070985224e-01,6.131225827133e-01
40.645181,4.107603476722e-01,8.897453278059e-01,6.584671875230e-01
40.707134,3.158799691202e-01,1.152392978945e+00,6.973127080690e-01
40.769086,2.217014795809e-01,1.506423484074e+00,7.289941981621e-01
40.831039,1.285727012714e-01,2.051260758207e+00,7.530037772855e-01
40.892991,3.687702382969e-02,3.300166555194e+00,7.690116597855e-01
40.954944,5.404209577949e-02,2.917991966134e+00,7.768810897473e-01
41.016896,1.428296386870e-01,1.946102689781e+00,7.766764655422e-01
41.078849,2.300404269430e-01,1.469500211840e+00,7.686644274940e-01
41.140801,3.154558703730e-01,1.153736475649e+00,7.533082831404e-01
41.202753,3.988581570337e-01,9.191494189449e-01,7.312569462094e-01
41.264706,4.799503437707e-01,7.340726288257e-01,7.033309417749e-01
41.326658,5.583433499775e-01,5.827811815028e-01,6.705116788790e-01
41.388611,6.335623303513e-01,4.563968920306e-01,6.339571719147e-01
41.450563,7.050677031505e-01,3.494614465249e-01,5.953086790559e-01
41.512516,7.722869938976e-01,2.583990429924e-01,5.547165412130e-01
41.574468,8.346527936640e-01,1.807394553799e-01,5.133771776863e-01
41.636421,8.916416529587e-01,1.146909603486e-01,4.725104821665e-01
41.698373,9.428088415260e-01,5.889172895903e-02,4.332115348481e-01
41.760325,9.878145422177e-01,1.226030814771e-02,3.964803111492e-01
41.822278,1.026438115671e+00,-2.609466990283e-02,3.632118601126e-01
41.884230,1.058578482753e+00,-5.692695504466e-02,3.341828911426e-01
41.946183,1.084240339172e+00,-8.087959446813e-02,3.100398320659e-01
42.008135,1.103507732898e+00,-9.849395520694e-02,2.912893460928e-01
42.070088,1.116508334628e+00,-1.102062581258e-01,2.782913375832e-01
42.132040,1.123373273928e+00,-1.163360113794e-01,2.712542129288e-01
42.193992,1.124198402219e+00,-1.170702512142e-01,2.702321378058e-01
42.255945,1.119012991421e+00,-1.124470400050e-01,2.751241168165e-01
42.317897,1.107761010093e+00,-1.023408711007e-01,2.856748586569e-01
42.379850,1.090298277081e+00,-8.645130842122e-02,3.014775390739e-01
42.441802,1.066406271153e+00,-6.429437147931e-02,3.219786972016e-01
42.503755,1.035820669226e+00,-3.519403061690e-02,3.464855543534e-01
42.565707,9.982703473618e-01,1.731149212696e-03,3.741759552057e-01
42.627660,9.535210477480e-01,4.759377893830e-02,4.041107059302e-01
42.689612,9.014174017418e-01,1.037868625643e-01,4.352465307487e-01
42.751564,8.419174656935e-01,1.720732900982e-01,4.664401920529e-01
42.813517,7.751151544069e-01,2.547436730450e-01,4.963461284774e-01
42.875469,7.012476557612e-01,3.548941636678e-01,5.244202783068e-01
42.937422,6.206868086579e-01,4.769286565408e-01,5.496256061701e-01
42.999374,5.339153245591e-01,6.275180189636e-01,5.705841101154e-01
43.061327,4.414905084670e-01,8.175987552801e-01,5.861797202782e-01
43.123279,3.439997484884e-01,1.067114349840e+00,5.954599244392e-01
43.185232,2.420137195266e-01,1.418760858042e+00,5.976360129437e-01
43.247184,1.360480041369e-01,1.994747476581e+00,5.920969547225e-01
43.309136,2.669941696636e-02,3.623113512826e+00,5.784234852000e-01
43.371089,8.655835760033e-02,2.446936426629e+00,5.563980014728e-01
43.433041,2.025315745749e-01,1.596859475826e+00,5.260082844006e-01
43.494994,3.216238264171e-01,1.134372654195e+00,4.874441616732e-01
43.556946,4.438162032057e-01,8.123447567444e-01,4.410869463311e-01
43.618899,5.691320178560e-01,5.636428526889e-01,3.874920544679e-01
43.680851,6.975583766755e-01,3.601690731968e-01,3.273656727210e-01
43.742804,8.289884738357e-01,1.875490264336e-01,2.615367116109e-01
43.804756,9.631761786601e-01,3.751893515271e-02,1.909255347597e-01
43.866708,1.099708290194e+00,-9.504495481152e-02,1.165110883495e-01
43.928661,1.237998310147e+00,-2.134958100826e-01,3.929806879882e-02
43.990613,1.377302600546e+00,-3.201269498129e-01,-3.971433286212e-02
44.052566,1.516756812719e+00,-4.165743801452e-01,-1.195607680855e-01
44.114518,1.655428043156e+00,-5.040596123404e-01,-1.993340787708e-01
44.176471,1.792376508336e+00,-5.835423981400e-01,-2.782049044947e-01
44.238423,1.926719653932e+00,-6.558188961981e-01,-3.554361358699e-01
44.300375,2.057691447035e+00,-7.215846981032e-01,-4.303921317131e-01
44.362328,2.184690055632e+00,-7.814739679744e-01,-5.025429172364e-01
44.424280,2.307308145638e+00,-8.360815405529e-01,-5.714638303487e-01
44.486233,2.425341609056e+00,-8.859723845945e-01,-6.368312713297e-01
44.548185,2.538774668134e+00,-9.316815509046e-01,-6.984153323001e-01
44.610138,2.647741915353e+00,-9.737071697119e-01,-7.560701381904e-01
44.672090,2.752470764368e+00,-1.012498968439e+00,-8.097227270944e-01
44.734043,2.853210659373e+00,-1.048444907701e+00,-8.593612465154e-01
44.795995,2.950157733374e+00,-1.081858638201e+00,-9.050231587829e-01
44.857947,3.043384885400e+00,-1.112970345467e+00,-9.467840550179e-01
44.919900,3.132787046023e+00,-1.141923038713e+00,-9.847476061603e-01
44.981852,3.218049596494e+00,-1.168775460973e+00,-1.019037206069e+00
45.043805,3.298644767320e+00,-1.193511707855e+00,-1.049790220494e+00
45.105757,3.373856965794e+00,-1.216056590455e+00,-1.077157490828e+00
45.167710,3.442834069131e+00,-1.236294989797e+00,-1.101321080412e+00
45.229662,3.504658288765e+00,-1.254093023513e+00,-1.122712049641e+00
45.291615,3.558427526989e+00,-1.269318741662e+00,-1.140404108720e+00
45.353567,3.603336562182e+00,-1.281860239333e+00,-1.154762032575e+00
45.415519,3.638747663687e+00,-1.291639574288e+00,-1.166089307679e+00
45.477472,3.664242786140e+00,-1.298621707482e+00,-1.174536532817e+00
45.539424,3.679653209513e+00,-1.302818511467e+00,-1.180195575475e+00
45.601377,3.685065378531e+00,-1.304288267555e+00,-1.183123281481e+00
45.663329,3.680803182506e+00,-1.303130984754e+00,-1.183350643051e+00
45.725282,3.667388165379e+00,-1.299479737422e+00,-1.180886669453e+00
45.787234,3.645481111225e+00,-1.293488349130e+00,-1.175719431525e+00
45.849186,3.615810858715e+00,-1.285316134667e+00,-1.167814855436e+00
45.911139,3.579098274474e+00,-1.275110890327e+00,-1.157112728331e+00
45.973091,3.535984452552e+00,-1.262991748146e+00,-1.143517510386e+00
46.035044,3.486972094111e+00,-1.249033765112e+00,-1.126874946371e+00
46.096996,3.432387563790e+00,-1.233256102053e+00,-1.106880809948e+00
46.158949,3.372368437046e+00,-1.215615298123e+00,-1.083129452052e+00
46.220901,3.306877818212e+00,-1.196004487207e+00,-1.056578716927e+00
46.282854,3.235742917547e+00,-1.174258551834e+00,-1.026779551688e+00
46.344806,3.158712017107e+00,-1.150164355305e+00,-9.935405482500e-01
46.406758,3.075521626858e+00,-1.123474521948e+00,-9.567015565378e-01
46.468711,2.985964676805e+00,-1.093922869779e+00,-9.161154160744e-01
46.530663,2.889951030816e+00,-1.061239557973e+00,-8.716482851558e-01
46.592616,2.787553191549e+00,-1.025164219133e+00,-8.231852261493e-01
46.654568,2.679032388635e+00,-9.854556806854e-01,-7.706383395297e-01
46.716521,2.564842879182e+00,-9.418972214568e-01,-7.139565206430e-01
46.778473,2.445614890599e+00,-8.942965807151e-01,-6.531362882998e-01
46.840426,2.322118961323e+00,-8.424801146607e-01,-5.882331709063e-01
46.902378,2.195216341570e+00,-7.862806032056e-01,-5.193730723480e-01
46.964330,2.065801514070e+00,-7.255182939961e-01,-4.467629505410e-01
47.026283,1.934743705167e+00,-6.599748661158e-01,-3.707000594533e-01
47.088235,1.802834388514e+00,-5.893600872649e-01,-2.915789508368e-01
47.150188,1.670747143454e+00,-5.132709182676e-01,-2.098954200555e-01
47.212140,1.539014767296e+00,-4.311424508445e-01,-1.262466223512e-01
47.274093,1.408026314780e+00,-3.421889477457e-01,-4.132668802659e-02
47.336045,1.278043977757e+00,-2.453307675360e-01,4.408267255571e-02
47.397997,1.149236831579e+00,-1.390980982353e-01,1.291268685188e-01
47.459950,1.021725982521e+00,-2.149333794556e-02,2.128984783319e-01
47.521902,8.956340497215e-01,1.102233749696e-01,2.944624475446e-01
47.583855,7.711315244142e-01,2.598963292879e-01,3.728860485630e-01
47.645807,6.484734075100e-01,4.331342806770e-01,4.472732402201e-01
47.707760,5.280213983459e-01,6.386184670330e-01,5.168037009050e-01
47.769712,4.102494068425e-01,8.909899924193e-01,5.807796528837e-01
47.831665,2.957330550105e-01,1.218298069361e+00,6.386984010440e-01
47.893617,1.851284748403e-01,1.686705230931e+00,6.905585461250e-01
47.955569,7.917817832053e-02,2.536054531752e+00,7.352615256656e-01
48.017522,2.243676316560e-02,3.797054408119e+00,7.726329553921e-01
48.079474,1.168213532851e-01,2.147109397516e+00,8.028757234010e-01
48.141427,2.052389431344e-01,1.583580397463e+00,8.263080896948e-01
48.203379,2.868246364137e-01,1.248884269435e+00,8.430481627234e-01
48.265332,3.612566582598e-01,1.018166605788e+00,8.540743864217e-01
48.327284,4.283647931472e-01,8.477801236473e-01,8.601520276006e-01
48.389237,4.881038334692e-01,7.172271202108e-01,8.621530937397e-01
48.451189,5.405259325452e-01,6.152126623968e-01,8.610180755587e-01
48.513141,5.857451484249e-01,5.348704825933e-01,8.577143103101e-01
48.575094,6.238977383653e-01,4.717688032646e-01,8.531929744646e-01
48.637046,6.551037122125e-01,4.229617150990e-01,8.483467952987e-01
48.698999,6.794353785104e-01,3.864931499716e-01,8.439705404371e-01
48.760951,6.968976828419e-01,3.611166740589e-01,8.407262081693e-01
48.822904,7.074232692188e-01,3.461261073336e-01,8.391146098690e-01
48.884856,7.108827718397e-01,3.412477392287e-01,8.394547231804e-01
48.946809,7.071083790777e-01,3.465713291090e-01,8.418718172336e-01
49.008761,6.959267071234e-01,3.625109286131e-01,8.462949267742e-01
49.070713,6.771958241044e-01,3.897947936796e-01,8.524637993193e-01
49.132666,6.508409921879e-01,4.294899167028e-01,8.599449773616e-01
49.194618,6.168842473087e-01,4.830738767144e-01,8.681562257965e-01
49.256571,5.754640850496e-01,5.525784575466e-01,8.763980931312e-01
49.318523,5.268430031265e-01,6.408526797066e-01,8.838910237155e-01
49.380476,4.714022365211e-01,7.520435419467e-01,8.898161365840e-01
49.442428,4.096245440354e-01,8.925142826493e-01,8.933575715020e-01
49.504380,3.420672562960e-01,1.072747902494e+00,8.937441859671e-01
49.566333,2.693289046432e-01,1.311821948708e+00,8.902883679012e-01
49.628285,1.920135846780e-01,1.650189150718e+00,8.824197789089e-01
49.690238,1.106980259674e-01,2.200949262666e+00,8.697118494556e-01
49.752190,2.591976120449e-02,3.652749581750e+00,8.518983621780e-01
49.814143,6.195576510718e-02,2.781334598448e+00,8.288741157252e-01
49.876095,1.524467194570e-01,1.880940118032e+00,8.006449191639e-01
49.938048,2.453031525552e-01,1.405260471888e+00,7.674080611311e-01
50.000000,3.402637278565e-01,1.078034288943e+00,7.306306392561e-01
